drg_code,drg_field,drg_desc,average_covered_charges,average_medicare_payments,average_total_payments,provider_city,provider_name,provider_state,provider_zip_code,charge_gap,medicare_gap,overcharge_%,uncovered_%,vbp_score
690,Diseases & Disorders of the Kidney & Urinary Tract,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,19427.682930000006,5293.512195,7790.95122,MC KEESPORT,UPMC MCKEESPORT,PA,15132,11636.731710000005,2497.439025,0.5989768183847956,0.32055636782693137,28.7
812,"Diseases & Disorders of Blood, Blood Forming Organs, Immunologic Disorders",RED BLOOD CELL DISORDERS W/O MCC,16114.66667,5729.083333,8041.166667,MC KEESPORT,UPMC MCKEESPORT,PA,15132,8073.500002999997,2312.083334000001,0.5010032269566019,0.2875308310034809,28.7
872,"Infectious & Parasitic Diseases, Systemic or Unspecified Sites",SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,27696.3,6413.1,11107.45,MC KEESPORT,UPMC MCKEESPORT,PA,15132,16588.85,4694.35,0.5989554561439614,0.42263075683437695,28.7
3,Transplants and Tracheotomies,"ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",433514.4444,95999.61111,127248.2222,PITTSBURGH,UPMC MERCY,PA,15219,306266.2222,31248.61109000001,0.7064729356916442,0.2455720838353685,32.3
41,Diseases & Disorders of the Nervous System,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM,97817.63636,12310.27273,16855.72727,PITTSBURGH,UPMC MERCY,PA,15219,80961.90909,4545.454539999999,0.8276821246429881,0.2696682538338198,32.3
57,Diseases & Disorders of the Nervous System,DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,26744.07692,7362.0512819999985,10860.66667,PITTSBURGH,UPMC MERCY,PA,15219,15883.41025,3498.615388000001,0.5939038500940715,0.3221363378791553,32.3
65,Diseases & Disorders of the Nervous System,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,40931.91045,6853.731343,10103.85075,PITTSBURGH,UPMC MERCY,PA,15219,30828.059700000005,3250.119406999999,0.7531546747044152,0.3216713595061763,32.3
69,Diseases & Disorders of the Nervous System,TRANSIENT ISCHEMIA,37156.22727,5049.454546,7711.181818000001,PITTSBURGH,UPMC MERCY,PA,15219,29445.045451999995,2661.727272000001,0.7924659637275385,0.34517760504450873,32.3
86,Diseases & Disorders of the Nervous System,"TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",41048.23077,7547.307692,10681.23077,PITTSBURGH,UPMC MERCY,PA,15219,30367.0,3133.9230780000003,0.7397882790649688,0.2934046783074981,32.3
101,Diseases & Disorders of the Nervous System,SEIZURES W/O MCC,24124.53125,5478.15625,8218.0625,PITTSBURGH,UPMC MERCY,PA,15219,15906.46875,2739.90625,0.6593483033996774,0.3334005125904068,32.3
176,Diseases & Disorders of the Respiratory System,PULMONARY EMBOLISM W/O MCC,31203.785710000004,6405.071429,9640.714286,PITTSBURGH,UPMC MERCY,PA,15219,21563.071424,3235.642857000001,0.6910402354509696,0.3356227309524896,32.3
178,Diseases & Disorders of the Respiratory System,RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,35686.0,8984.75,13705.08333,PITTSBURGH,UPMC MERCY,PA,15219,21980.91667,4720.333330000001,0.6159535019335313,0.344422081671502,32.3
189,Diseases & Disorders of the Respiratory System,PULMONARY EDEMA & RESPIRATORY FAILURE,46625.51852,8553.740741,12452.59259,PITTSBURGH,UPMC MERCY,PA,15219,34172.92593,3898.851849000001,0.7329232363462409,0.3130955920079612,32.3
191,Diseases & Disorders of the Respiratory System,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,28228.22222,5800.638889,9436.361111,PITTSBURGH,UPMC MERCY,PA,15219,18791.861109,3635.722222,0.6657118171503469,0.3852885852112872,32.3
192,Diseases & Disorders of the Respiratory System,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,21768.71429,4847.285714,7734.285714,PITTSBURGH,UPMC MERCY,PA,15219,14034.428575999998,2887.0,0.6447063611123356,0.3732729959502502,32.3
194,Diseases & Disorders of the Respiratory System,SIMPLE PNEUMONIA & PLEURISY W CC,24662.51852,6615.592593,9659.740741,PITTSBURGH,UPMC MERCY,PA,15219,15002.777778999998,3044.1481479999993,0.6083230213018812,0.3151376656600477,32.3
208,Diseases & Disorders of the Respiratory System,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,66971.13044,14764.52174,20895.73913,PITTSBURGH,UPMC MERCY,PA,15219,46075.39130999999,6131.2173900000025,0.6879888544106229,0.293419502983621,32.3
247,Diseases & Disorders of the Circulatory System,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,88697.26667000003,13216.33333,17580.2,PITTSBURGH,UPMC MERCY,PA,15219,71117.06667000001,4363.866670000001,0.8017954705931639,0.2482262243888011,32.3
253,Diseases & Disorders of the Circulatory System,OTHER VASCULAR PROCEDURES W CC,72893.90909,16202.818180000002,21196.45455,PITTSBURGH,UPMC MERCY,PA,15219,51697.45454000001,4993.6363699999965,0.7092150110398203,0.23558828473981736,32.3
281,Diseases & Disorders of the Circulatory System,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",34377.78947,6435.789474,9666.0,PITTSBURGH,UPMC MERCY,PA,15219,24711.78947,3230.2105260000003,0.7188300891645434,0.33418275667287395,32.3
287,Diseases & Disorders of the Circulatory System,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",48372.53333,7827.6,11995.8,PITTSBURGH,UPMC MERCY,PA,15219,36376.73333,4168.199999999999,0.7520121611542647,0.3474716150652728,32.3
292,Diseases & Disorders of the Circulatory System,HEART FAILURE & SHOCK W CC,23386.32258,6672.967742,9943.290323,PITTSBURGH,UPMC MERCY,PA,15219,13443.032257,3270.3225810000013,0.5748245458863417,0.3288974247724981,32.3
300,Diseases & Disorders of the Circulatory System,PERIPHERAL VASCULAR DISORDERS W CC,22921.0,6901.0,9990.583333,PITTSBURGH,UPMC MERCY,PA,15219,12930.416667,3089.5833330000005,0.5641296918546311,0.3092495432969129,32.3
305,Diseases & Disorders of the Circulatory System,HYPERTENSION W/O MCC,19183.36364,4703.727273,7118.363636,PITTSBURGH,UPMC MERCY,PA,15219,12065.000004000001,2414.6363630000005,0.6289303706281616,0.3392122805848746,32.3
309,Diseases & Disorders of the Circulatory System,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,24755.88235,5481.617647,8687.029412,PITTSBURGH,UPMC MERCY,PA,15219,16068.852938,3205.411765,0.6490923131245209,0.36898824822351134,32.3
310,Diseases & Disorders of the Circulatory System,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,15989.0,3691.294118,6337.235294,PITTSBURGH,UPMC MERCY,PA,15219,9651.764706,2645.9411760000007,0.6036503037087998,0.4175229501901465,32.3
312,Diseases & Disorders of the Circulatory System,SYNCOPE & COLLAPSE,26059.51613,5434.354839,8073.903226,PITTSBURGH,UPMC MERCY,PA,15219,17985.612903999998,2639.5483870000007,0.6901744765435137,0.32692346107146675,32.3
313,Diseases & Disorders of the Circulatory System,CHEST PAIN,17646.96296,4892.592593,7030.666667,PITTSBURGH,UPMC MERCY,PA,15219,10616.296293000001,2138.0740739999997,0.6015933912857263,0.30410687567304634,32.3
378,Diseases & Disorders of the Digestive System,G.I. HEMORRHAGE W CC,32182.4,6828.942856999999,10229.34286,PITTSBURGH,UPMC MERCY,PA,15219,21953.057140000004,3400.400003,0.6821448102068213,0.3324162704817189,32.3
392,Diseases & Disorders of the Digestive System,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",24170.80851,4964.489361999998,8215.744681,PITTSBURGH,UPMC MERCY,PA,15219,15955.063829,3251.2553190000012,0.6600964060593603,0.3957347075936963,32.3
394,Diseases & Disorders of the Digestive System,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,31943.44444,6628.944444,10881.61111,PITTSBURGH,UPMC MERCY,PA,15219,21061.83333,4252.666666,0.65934759695564,0.3908122265178065,32.3
433,Diseases & Disorders of the Hepatobiliary System & Pancreas,CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,32397.0,6786.857143000001,10155.85714,PITTSBURGH,UPMC MERCY,PA,15219,22241.14286,3368.999996999999,0.6865185930796062,0.3317297546192146,32.3
460,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,SPINAL FUSION EXCEPT CERVICAL W/O MCC,139436.8889,25192.44444,30412.5,PITTSBURGH,UPMC MERCY,PA,15219,109024.3889,5220.055560000002,0.7818905725742996,0.17164177755856969,32.3
470,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,74467.30612000001,12895.40816,17675.59184,PITTSBURGH,UPMC MERCY,PA,15219,56791.71428000001,4780.183680000002,0.7626395694841338,0.2704398089337189,32.3
481,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,79667.5,12794.6,18390.3,PITTSBURGH,UPMC MERCY,PA,15219,61277.2,5595.699999999999,0.7691618288511626,0.3042745360325824,32.3
493,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC",67821.09091,12056.90909,17417.818180000002,PITTSBURGH,UPMC MERCY,PA,15219,50403.272730000004,5360.909090000001,0.7431799172455983,0.30778304346727314,32.3
494,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC",73910.27273,9954.181818,14890.0,PITTSBURGH,UPMC MERCY,PA,15219,59020.27273,4935.818181999999,0.7985395067557884,0.33148543868368024,32.3
536,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,FRACTURES OF HIP & PELVIS W/O MCC,27672.36364,4794.818182,8660.0,PITTSBURGH,UPMC MERCY,PA,15219,19012.36364,3865.181818,0.6870523923196029,0.446325845034642,32.3
552,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,MEDICAL BACK PROBLEMS W/O MCC,32873.06897,5791.482759,8566.448276000001,PITTSBURGH,UPMC MERCY,PA,15219,24306.620694,2774.9655170000005,0.7394083198067769,0.32393419391492984,32.3
603,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",CELLULITIS W/O MCC,18654.625,5702.3125,8851.71875,PITTSBURGH,UPMC MERCY,PA,15219,9802.90625,3149.40625,0.5254946829539592,0.355796014192159,32.3
638,"Endocrine, Nutritional & Metabolic Diseases & Disorders",DIABETES W CC,20414.51852,5215.481482,8125.481481999999,PITTSBURGH,UPMC MERCY,PA,15219,12289.037038,2909.9999999999986,0.6019753552336046,0.35813262345700825,32.3
641,"Endocrine, Nutritional & Metabolic Diseases & Disorders","MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",20105.65714,4986.342857,7696.6,PITTSBURGH,UPMC MERCY,PA,15219,12409.05714,2710.2571430000007,0.6171923182412329,0.35213693617961184,32.3
683,Diseases & Disorders of the Kidney & Urinary Tract,RENAL FAILURE W CC,24537.58824,6188.490196,9768.470588,PITTSBURGH,UPMC MERCY,PA,15219,14769.117652,3579.9803920000004,0.6018976888659372,0.3664832032557685,32.3
690,Diseases & Disorders of the Kidney & Urinary Tract,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,24485.80556,5453.944444,8763.763889,PITTSBURGH,UPMC MERCY,PA,15219,15722.041671,3309.819445,0.6420879898141281,0.3776709969507943,32.3
694,Diseases & Disorders of the Kidney & Urinary Tract,URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,24403.25,4439.0,7748.083333,PITTSBURGH,UPMC MERCY,PA,15219,16655.166666999998,3309.083333,0.6824978913464396,0.4270841175528177,32.3
699,Diseases & Disorders of the Kidney & Urinary Tract,OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,23051.25,6892.2,9787.7,PITTSBURGH,UPMC MERCY,PA,15219,13263.55,2895.5000000000014,0.5753939591128463,0.29583048111405136,32.3
812,"Diseases & Disorders of Blood, Blood Forming Organs, Immunologic Disorders",RED BLOOD CELL DISORDERS W/O MCC,24645.58824,6013.352940999999,8989.176470999999,PITTSBURGH,UPMC MERCY,PA,15219,15656.411769000002,2975.82353,0.6352622472037212,0.3310451785656128,32.3
872,"Infectious & Parasitic Diseases, Systemic or Unspecified Sites",SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,46749.15,5835.4,11537.1,PITTSBURGH,UPMC MERCY,PA,15219,35212.05,5701.700000000002,0.7532126252562881,0.4942056495999862,32.3
65,Diseases & Disorders of the Nervous System,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,21672.1875,4346.0625,6424.6875,NATRONA,ALLEGHENY VALLEY HOSPITAL,PA,15065,15247.5,2078.625,0.7035514988969157,0.3235371370202831,30.8
189,Diseases & Disorders of the Respiratory System,PULMONARY EDEMA & RESPIRATORY FAILURE,21965.78571,5344.285714,8034.375,NATRONA,ALLEGHENY VALLEY HOSPITAL,PA,15065,13931.41071,2690.089286000001,0.6342322962596179,0.3348224704472968,30.8
191,Diseases & Disorders of the Respiratory System,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,19505.84615,3606.307692,6030.923077,NATRONA,ALLEGHENY VALLEY HOSPITAL,PA,15065,13474.923073000002,2424.615385,0.6908145880664603,0.40203056050353264,30.8
194,Diseases & Disorders of the Respiratory System,SIMPLE PNEUMONIA & PLEURISY W CC,25054.0,4075.454546,6777.272727,NATRONA,ALLEGHENY VALLEY HOSPITAL,PA,15065,18276.727273,2701.818181,0.7294933852079508,0.3986586182722465,30.8
292,Diseases & Disorders of the Circulatory System,HEART FAILURE & SHOCK W CC,17687.25714,4231.485714,6074.371429,NATRONA,ALLEGHENY VALLEY HOSPITAL,PA,15065,11612.885711000004,1842.8857149999994,0.656567924527839,0.3033870642486192,30.8
293,Diseases & Disorders of the Circulatory System,HEART FAILURE & SHOCK W/O CC/MCC,15842.6,2564.0,4631.933333,NATRONA,ALLEGHENY VALLEY HOSPITAL,PA,15065,11210.666667,2067.933333,0.7076279567116509,0.44645144572075385,30.8
309,Diseases & Disorders of the Circulatory System,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,17196.92857,3164.714286,5061.642857,NATRONA,ALLEGHENY VALLEY HOSPITAL,PA,15065,12135.285713,1896.9285710000001,0.7056658788575756,0.3747653923027466,30.8
310,Diseases & Disorders of the Circulatory System,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,13006.06667,1953.533333,3769.933333,NATRONA,ALLEGHENY VALLEY HOSPITAL,PA,15065,9236.133337000001,1816.4,0.7101403961202359,0.4818122336806851,30.8
312,Diseases & Disorders of the Circulatory System,SYNCOPE & COLLAPSE,19663.04762,3233.285714,5192.952381,NATRONA,ALLEGHENY VALLEY HOSPITAL,PA,15065,14470.095238999998,1959.6666670000002,0.7359029748919461,0.3773704288469962,30.8
378,Diseases & Disorders of the Digestive System,G.I. HEMORRHAGE W CC,19861.39286,4120.428571,6154.535714,NATRONA,ALLEGHENY VALLEY HOSPITAL,PA,15065,13706.857146,2034.1071429999995,0.6901256745998428,0.3305053764450378,30.8
392,Diseases & Disorders of the Digestive System,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",18012.2963,2774.518519,5189.259259,NATRONA,ALLEGHENY VALLEY HOSPITAL,PA,15065,12823.037041,2414.7407399999997,0.7119046248978259,0.4653343800104014,30.8
470,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,36886.74138,9131.137931,11919.75862,NATRONA,ALLEGHENY VALLEY HOSPITAL,PA,15065,24966.98276,2788.6206889999994,0.6768552012441279,0.2339494261503761,30.8
603,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",CELLULITIS W/O MCC,13390.16,3356.92,5759.44,NATRONA,ALLEGHENY VALLEY HOSPITAL,PA,15065,7630.72,2402.5199999999995,0.5698751919319859,0.417144722403567,30.8
641,"Endocrine, Nutritional & Metabolic Diseases & Disorders","MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",15508.73333,2626.2,4733.933333,NATRONA,ALLEGHENY VALLEY HOSPITAL,PA,15065,10774.799997000002,2107.7333329999997,0.6947569326088865,0.44523933581977215,30.8
683,Diseases & Disorders of the Kidney & Urinary Tract,RENAL FAILURE W CC,17556.29412,3853.647059,6414.647059000001,NATRONA,ALLEGHENY VALLEY HOSPITAL,PA,15065,11141.647060999998,2561.0000000000005,0.634624083240182,0.3992425423323669,30.8
690,Diseases & Disorders of the Kidney & Urinary Tract,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,14653.566669999998,3050.333333,5062.8,NATRONA,ALLEGHENY VALLEY HOSPITAL,PA,15065,9590.766669999995,2012.466667,0.6545004971134443,0.3975007243027574,30.8
872,"Infectious & Parasitic Diseases, Systemic or Unspecified Sites",SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,21542.45,4268.45,7066.5,NATRONA,ALLEGHENY VALLEY HOSPITAL,PA,15065,14475.95,2798.05,0.6719732435261542,0.3959598103728862,30.8
57,Diseases & Disorders of the Nervous System,DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,9901.076923,5790.153846,7155.307692,BEAVER,HERITAGE VALLEY BEAVER,PA,15009,2745.7692309999998,1365.1538460000004,0.2773202604477937,0.1907889785824741,22.5
65,Diseases & Disorders of the Nervous System,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,20716.2381,5089.714286,6505.047619,BEAVER,HERITAGE VALLEY BEAVER,PA,15009,14211.190480999998,1415.3333329999994,0.6859928145448376,0.2175746306400712,22.5
69,Diseases & Disorders of the Nervous System,TRANSIENT ISCHEMIA,13891.05556,3872.555556,5002.444444,BEAVER,HERITAGE VALLEY BEAVER,PA,15009,8888.611116,1129.8888879999995,0.6398801788393395,0.22586735358054874,22.5
74,Diseases & Disorders of the Nervous System,CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,12531.27273,4992.454546,6298.454546,BEAVER,HERITAGE VALLEY BEAVER,PA,15009,6232.818184000002,1306.0,0.4973810975383664,0.2073524529647372,22.5
176,Diseases & Disorders of the Respiratory System,PULMONARY EMBOLISM W/O MCC,18176.84615,4567.769231,6382.076923,BEAVER,HERITAGE VALLEY BEAVER,PA,15009,11794.769226999999,1814.3076919999994,0.6488897540126893,0.2842817023188048,22.5
178,Diseases & Disorders of the Respiratory System,RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,16542.15385,6499.923077,8756.923077,BEAVER,HERITAGE VALLEY BEAVER,PA,15009,7785.230772999998,2256.999999999999,0.4706298129974169,0.25773893183188906,22.5
189,Diseases & Disorders of the Respiratory System,PULMONARY EDEMA & RESPIRATORY FAILURE,15742.58571,6205.671429,8012.8,BEAVER,HERITAGE VALLEY BEAVER,PA,15009,7729.785709999999,1807.128571,0.4910111878946219,0.2255302230181709,22.5
191,Diseases & Disorders of the Respiratory System,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,8558.588235,4298.588235,5939.058824000002,BEAVER,HERITAGE VALLEY BEAVER,PA,15009,2619.5294109999986,1640.4705890000007,0.3060702698942262,0.276217265666874,22.5
192,Diseases & Disorders of the Respiratory System,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,10027.45455,3643.545455,5125.909091,BEAVER,HERITAGE VALLEY BEAVER,PA,15009,4901.545459000001,1482.363636,0.4888125330869738,0.2891903874383402,22.5
194,Diseases & Disorders of the Respiratory System,SIMPLE PNEUMONIA & PLEURISY W CC,12198.33333,4851.9,6274.766667,BEAVER,HERITAGE VALLEY BEAVER,PA,15009,5923.5666630000005,1422.8666670000002,0.4856045906232012,0.2267600920498101,22.5
195,Diseases & Disorders of the Respiratory System,SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,12729.26316,3314.157895,5097.842105,BEAVER,HERITAGE VALLEY BEAVER,PA,15009,7631.421054999999,1783.6842100000001,0.5995178950326611,0.3498900462708623,22.5
